id,name,genre,director,actor,poster,description,rating,year
97001,C.H.U.D. II - Bud the Chud,"Comedy, Horror, Sci-Fi",David Irving,"Brian Robbins, Bill Calvert, Tricia Leigh Fisher, Gerrit Graham",https://m.media-amazon.com/images/M/MV5BMTY3Mzc5NTE4Nl5BMl5BanBnXkFtZTcwMDE4NjkxMQ@@._V1_SX300.jpg,"A couple of teenagers break into a secret government science lab and steal a frozen corpse for a high school prank and accidentally awaken the corpse which turns out to be a CHUD, ironically named Bud, who goes on a killing spree and making his victims also cannibalistic CHUD's and its up to the teens to stop him.",0,1989
97017,The Carpenter,"Horror, Thriller",David Wellington,"Wings Hauser, Lynne Adams, Pierre Lenoir, Barbara Jones",https://m.media-amazon.com/images/M/MV5BMTM2OTMzNTQyOV5BMl5BanBnXkFtZTYwMDIxOTc5._V1_SX300.jpg,"A carpenter, who was executed in the electric chair, comes back to finish his dream house, now inhabited by a young married couple.",0,1988
97008,Cameron's Closet,"Horror, Sci-Fi",Armand Mastroianni,"Cotter Smith, Mel Harris, Scott Curtis, Chuck McCann",https://m.media-amazon.com/images/M/MV5BMTExNzAzMjI0MjdeQTJeQWpwZ15BbWU3MDgyMzY2MjE@._V1_SX300.jpg,"A father who experiments with his sons psychokinetic powers, is unaware that these experiments release a demon from hell, which lives in his sons closet, preparing to take over the young boys soul.",0,1988
96933,Black Rain,"Action, Crime, Thriller",Ridley Scott,"Michael Douglas, Andy Garcia, Ken Takakura, Kate Capshaw",https://m.media-amazon.com/images/M/MV5BMTg4MTEwNjYzNF5BMl5BanBnXkFtZTcwNDk4OTUzMQ@@._V1_SX300.jpg,"Two New York cops get involved in a gang war between members of the Yakuza, the Japanese Mafia. They arrest one of their killers and are ordered to escort him back to Japan. In Japan, however, he manages to escape. As they try to track him down, they get deeper and deeper into the Japanese Mafia scene and they have to learn that they can only win by playing the game the Japanese way.",0,1989
97027,Casualties of War,"Drama, History, War",Brian De Palma,"Michael J. Fox, Sean Penn, Don Harvey, John C. Reilly",https://m.media-amazon.com/images/M/MV5BMTM0MTg0ODgzOV5BMl5BanBnXkFtZTcwNzk2NzIzMQ@@._V1_SX300.jpg,"During the Vietnam war, a girl is taken from her village by five American soldiers. Four of the soldiers rape her, but the fifth refuses. The young girl is killed. The fifth soldier is determined that justice will be done. The film is more about the realities of war, rather than this single event.",0,1989
97044,Chances Are,"Comedy, Fantasy, Romance",Emile Ardolino,"Cybill Shepherd, Robert Downey Jr., Ryan O'Neal, Mary Stuart Masterson",https://m.media-amazon.com/images/M/MV5BMTA2MDEzNDQxOTZeQTJeQWpwZ15BbWU4MDYxMDIxMjAx._V1_SX300.jpg,"Louie Jeffries is happily married to Corinne. On their first anniversary, Louie is killed crossing the road. Louie is reincarnated as Alex Finch, and twenty years later, fate brings Alex and Louie's daughter, Miranda, together. It's not until Alex is invited to Louie's home that he begins to remember his former life, wife and best friend. Of course, there's also the problem that he's attracted to Louie's/his own daughter.",0,1989
97053,Cheetah,"Adventure, Family",Jeff Blyth,"Keith Coogan, Lucy Deakins, Colin Mothupi, Timothy Landfield",https://m.media-amazon.com/images/M/MV5BMTY5NTAxMjcxNV5BMl5BanBnXkFtZTcwMjk5MDYyMQ@@._V1_SX300.jpg,"An American boy and girl, spending six months in Kenya with their scientist parents adopt a cheetah, only to realize that they must set it loose so that it can learn to hunt and be free. However, when the animal is captured by poachers planning to race it against greyhounds, the two city kids, together with a young African goat herder they befriended, head off into the wild to rescue the cheetah.",0,1989
97095,Coming Out,"Drama, Romance",Heiner Carow,"Matthias Freihof, Dagmar Manzel, Dirk Kummer, Michael Gwisdek",https://m.media-amazon.com/images/M/MV5BMTYzMjAwMTc2NV5BMl5BanBnXkFtZTcwNDA3OTQyMQ@@._V1_SX300.jpg,"Reportedly the first film to come out of East Germany to deal openly with gay issues. Philipp, a closeted teacher is dating a female collegue to keep up appearances. One night, by 'accident' he stumbles into a gay bar, meets and promptly falls in love with a young man. Transformed by this love he is no longer afraid to face up to who he is.report",0,1989
97081,Collision Course,"Action, Comedy, Crime",Lewis Teague,"Pat Morita, Jay Leno, Chris Sarandon, Tom Noonan",https://m.media-amazon.com/images/M/MV5BMTQ5MDU0MzYzMF5BMl5BanBnXkFtZTcwNzYyMjUyMQ@@._V1_SX300.jpg,"Tony Costas, a brash, obnoxious, sexist and racist Detroit cop who has long since stopped following the rules, gets told that he will have to work with Inspector Fuji, a straightlaced policeman from Japan. Fuji is in Detroit searching for a Japanese engineer who has gone to America with plans for a top secret car part. The pair naturally fail to get along at first, but as the investigation continues, they almost begin to come close to tolerating each other's presence.",0,1989
1094277,Staub,Documentary,Hartmut Bitomsky,"Marga Beck, Cornelia Hoepfner, Ayni Iloar, Hiltrud Jehle",https://m.media-amazon.com/images/M/MV5BMTY3MDc5MDg2MV5BMl5BanBnXkFtZTgwODAxMjA2MDE@._V1_SX300.jpg,A look at the pervasive power of dust from its tiny particles settling in unseen places to its ability to cause illnesses and create the cosmos.,0,2007
97099,Common Threads: Stories from the Quilt,"Documentary, Biography, History","Rob Epstein, Jeffrey Friedman","Sara Lewinstein, David Mandell, Suzi Mandell, Sallie Perryman",https://m.media-amazon.com/images/M/MV5BMTk5NTk0MjQ1MF5BMl5BanBnXkFtZTcwMTIxODUyMQ@@._V1_SX300.jpg,This film recounts the lives and deaths of various victims of AIDS who are commemorated in the AIDS quilt. It is a massive cloth collecting each piece as a memorial for each victim of the disease to both show the death toll and to show the humanity of the victims to those who would rather demonize them.,0,1989
97115,Courage Mountain,"Family, Adventure, Drama",Christopher Leitch,"Juliette Caton, Joanna Clarke, Nicola Stapleton, Jade Magri",https://m.media-amazon.com/images/M/MV5BMTYyMjM2MzMxN15BMl5BanBnXkFtZTcwMTQ0ODYzMQ@@._V1_SX300.jpg,"In this version of ""Heidi,"" a young Swiss girl is sent off to boarding school at the beginning of World War I.",0,1990
97100,Communion,"Biography, Drama, Horror",Philippe Mora,"Christopher Walken, Lindsay Crouse, Frances Sternhagen, Andreas Katsulas",https://m.media-amazon.com/images/M/MV5BMTQ0MDYxMjUwNF5BMl5BanBnXkFtZTcwNTEwMTYyMQ@@._V1_SX300.jpg,"Whitley Strieber goes with his family and some friends to his holiday home in the forest. They experience some weird occurances, are they UFO activity? Whitley is abducted and then faces a horrible dilema; was I abducted or am I going mad? He sees a psychiatrist who tries to use hypnotic regression to discover the truth.",0,1989
97125,Criminal Law,"Crime, Thriller",Martin Campbell,"Gary Oldman, Kevin Bacon, Tess Harper, Karen Young",https://m.media-amazon.com/images/M/MV5BMTI0MTAxNTIzN15BMl5BanBnXkFtZTYwMzg3Mjg5._V1_SX300.jpg,"A rising young attorney successfully defends a man accused of murder, only to have the same type of murder then happen again. Right away the previously defended man hires the attorney again, and although the attorney is quite certain that he is the killer, he agrees to again defend him... much to the consternation of his friends. However, he explains that by being his attorney he will be better able to catch the man in a mistake... and on this the rest of the film develops, with the killer playing a cat and mouse game with the attorney until, at last, they both must recognize that they are not all that different.",0,1988
97116,Cousins,"Comedy, Romance",Joel Schumacher,"Ted Danson, Isabella Rossellini, Sean Young, William Petersen",https://m.media-amazon.com/images/M/MV5BMjAwMTYyNTc1OV5BMl5BanBnXkFtZTcwNDYzMjAyMQ@@._V1_SX300.jpg,"Legal secretary Maria is married to car salesman Tom. Dance teacher Larry is married to the striking Tish. Larry's uncle is marrying Maria's mother. Tom and Tish meet at the wedding and waste no time taking more than a test drive in his BMW. So when Maria and Larry become acquainted later in the day they already have a common interest. But more than that, they find they like each other. A lot.",0,1989
97109,Cookie,"Comedy, Crime",Susan Seidelman,"Peter Falk, Dianne Wiest, Emily Lloyd, Michael V. Gazzo",https://m.media-amazon.com/images/M/MV5BMjA4ODU3NDAzOV5BMl5BanBnXkFtZTYwMjI4MTk5._V1_SX300.jpg,"Paroled labor racketeer ""Dapper"" Dino is sought after by a ""politically ambitious"" prosecutor schemes to put him back in jail and a deceitful partner sizes him up for concrete shoes.",0,1989
97136,Cutting Class,"Comedy, Crime, Horror",Rospo Pallenberg,"Donovan Leitch Jr., Jill Schoelen, Brad Pitt, Roddy McDowall",https://m.media-amazon.com/images/M/MV5BMTgyMDAzODM5Ml5BMl5BanBnXkFtZTcwNzk3MDQ1MQ@@._V1_SX300.jpg,"High school student Paula Carson's affections are being sought after by two of her classmates: Dwight, the ""bad boy"", and Brian, a disturbed young man who has just been released from a mental hospital where he was committed following the suspicious death of his father. Soon after being released, more murders start happening. Is Brian back to his old tricks, or is Dwight just trying to eliminate the competition?",0,1989
97607,Jacknife,Drama,David Hugh Jones,"Robert De Niro, Kathy Baker, Ed Harris, Sloane Shelton",https://m.media-amazon.com/images/M/MV5BMTI5MTk5OTA3Ml5BMl5BanBnXkFtZTcwNDQzMTYyMQ@@._V1_SX300.jpg,A conflict develops between a troubled Vietnam veteran and the sister he lives with when she becomes involved romantically with the army buddy who reminds him of the tragic battle they both survived.,0,1989
97119,Crack House,"Action, Crime, Drama",Michael Fischa,"Jim Brown, Anthony Geary, Richard Roundtree, Cher Butler",https://m.media-amazon.com/images/M/MV5BMTU4MDIxMTg2Nl5BMl5BanBnXkFtZTcwMDMzNjcyMQ@@._V1_SX300.jpg,"Rick and Melissa are a pair of young lovers hoping to get out of the slums for good and escape the poverty and crime their families and friends have gotten involved in. All this comes to an end when Rick feels he must rejoin his old gang to avenge the killing of his brother by a rival gang. In the course of getting even, Rick is arrested, leaving Melissa without anyone to protect her. She falls in with a crack dealer and quickly becomes addicted to the drug. When she gets sold to a drug kingpin by a minor dealer to pay off a debt, only Rick can save her.",0,1989
97159,Day One,"Drama, History",Joseph Sargent,"Brian Dennehy, David Strathairn, Michael Tucker, Hume Cronyn",https://m.media-amazon.com/images/M/MV5BODIxNTUzNDAzOV5BMl5BanBnXkFtZTcwNzI5MTI1MQ@@._V1_SX300.jpg,"Hungarian physicist Leo Szilard leaves Europe, eventually arriving in the United States. With the help of Einstein, he persuades the government to build an atomic bomb. The project is given to no-nonsense Gen. Leslie Groves who selects physicist J. Robert Oppenheimer to head the Los Alamos Laboratory in New Mexico, where the bomb is built. As World War II draws to a close, Szilard has second thoughts about atomic weapons, and policy makers debate how and when to use the bomb.",0,1989
97152,Roald Dahl's Danny the Champion of the World,"Family, Adventure, Drama",Gavin Millar,"Jeremy Irons, Robbie Coltrane, Samuel Irons, Cyril Cusack",https://m.media-amazon.com/images/M/MV5BMTY4Njg2NDI2OV5BMl5BanBnXkFtZTgwODE4MDczNjE@._V1_SX300.jpg,"Somewhere in England, in the Autumn of 1955, a widowed father and his son live an idyllic life together. Only their gas station happens to sit on a piece of land that a local developer wants to buy. And when he won't take no for an answer, and sets government inspectors and social works onto Danny and his father, Danny and his father decide to get even with Hazell and his pheasant- shooting friends in a manner in keeping with their own family tradition.",0,1989
97142,Dad,"Drama, Comedy",Gary David Goldberg,"Jack Lemmon, Ted Danson, Olympia Dukakis, Kathy Baker",https://m.media-amazon.com/images/M/MV5BMTU3NjgxNDIzOF5BMl5BanBnXkFtZTcwMDMzNTgyMQ@@._V1_SX300.jpg,"A busy, ""always-on-the-run"" executive learns during a meeting that his mother may be dying and rushes home to her side. He ends up being his father's caretaker and becomes closer to him than ever before. In the process, he teaches his father to be more independent which causes problems with the man's wife. Estranged from his own son, the executive comes to realize what has been missing in his own life.",0,1989
97166,Dead Bang,"Action, Crime, Drama",John Frankenheimer,"Don Johnson, Penelope Ann Miller, William Forsythe, Bob Balaban",https://m.media-amazon.com/images/M/MV5BMTkwODI2NDczMl5BMl5BanBnXkFtZTcwMjI2OTAzMQ@@._V1_SX300.jpg,"A cop is gunned down on Xmas eve. Jerry Beck, the homicide cop given the job of hunting the killer, investigates some leads which bring him into contact with a group of white supremacy extremists. In addition to the racists, Beck also has to contend with an unhelpful FBI agent.",0,1989
97123,Crimes and Misdemeanors,"Comedy, Drama",Woody Allen,"Bill Bernstein, Martin Landau, Claire Bloom, Stephanie Roth Haberle",https://m.media-amazon.com/images/M/MV5BMTgxMDE3NDMwOV5BMl5BanBnXkFtZTcwMDQwODQ2NA@@._V1_SX300.jpg,"Judah Rosenthal is an ophthalmologist and a pillar of the community who has a big problem: his mistress Dolores Paley has told him that he is to leave his wife and marry her - as he had promised to do - or she will tell everyone of their affair. When he intercepts a letter Dolores has written to his wife Miriam, he is frantic. He confesses all to his shady brother Jack who assures him that he has friends who can take care of her. Meanwhile, filmmaker Cliff Stern is having his own problems. He's been working on a documentary film for some time but has yet to complete it. He and his wife Wendy have long ago stopped loving one another and are clearly on their way to divorce. He falls in love with Halley Reed who works with a producer, Lester. Cliff soon finds himself making a documentary about Lester and hates every minute of it.",0,1989
97223,Time of the Gypsies,"Comedy, Crime, Drama",Emir Kusturica,"Davor Dujmovic, Bora Todorovic, Ljubica Adzovic, Husnija Hasimovic",https://m.media-amazon.com/images/M/MV5BMTM3MjQ3NTE4M15BMl5BanBnXkFtZTcwODcwMTM2Mw@@._V1_SX300.jpg,"In this luminous tale set in the former Yugoslavia, Perhan, an engaging young Romany with telekinetic powers, is seduced by the quick-cash world of petty crime that threatens to destroy him and those he loves.",0,1988
97138,Cyborg,"Action, Sci-Fi, Thriller",Albert Pyun,"Jean-Claude Van Damme, Deborah Richter, Vincent Klyn, Alex Daniels",https://m.media-amazon.com/images/M/MV5BMTc5NjQ5Mzk5NV5BMl5BanBnXkFtZTcwNzczOTYyMQ@@._V1_SX300.jpg,"Gibson Rickenbacker is a hired fighter living in a plague-ravaged apocalyptic America where a plague has infested most of the United States and the rest of the world. In New York City, Gibson encounters a woman named Pearl Prophet. Pearl reveals to Gibson that she is a cyborg who is carrying vital-information for a group of scientists in Atlanta who are working on a cure to the plague and Pearl hires Gibson to escort her back to Atlanta. But Pearl is kidnapped by ""Pirates"" a murderous gang led by Fender Tremolo, who wants the cure for themselves and they decide to take Pearl to Atlanta themselves. Gibson, joined by a young woman named Nady Simmons, goes in pursuit of Fender and his gang, as Gibson sets out to rescue Pearl, stop Fender and his gang from reaching Atlanta and defeat Fender who slaughtered Gibson's family.",0,1989
97176,Deceit,Sci-Fi,Albert Pyun,"Samantha Phillips, Norbert Weisser, Scott Paulin, Diane Defoe",https://m.media-amazon.com/images/M/MV5BODEyNDE4MjM5OF5BMl5BanBnXkFtZTcwNTk0NTgxMQ@@._V1_SX300.jpg,"Two outer-space aliens visit Earth with the intention of blowing it up, but they meet a hot blonde and decide to postpone the planet's destruction in order to try to score with her.",0,1992
97179,DeepStar Six,"Action, Horror, Sci-Fi",Sean S. Cunningham,"Taurean Blacque, Nancy Everhard, Greg Evigan, Miguel Ferrer",https://m.media-amazon.com/images/M/MV5BMjA2NzI5NDg4OF5BMl5BanBnXkFtZTcwMDAwNDI4OA@@._V1_SX300.jpg,The crew of an experimental underwater nuclear base are forced to struggle for their lives when their explorations disturb a creature who threatens to destroy their base.,0,1989
97174,Deathstalker and the Warriors from Hell,"Action, Adventure, Fantasy",Alfonso Corona,"John Allen Nelson, Carla Herd, Terri Treas, Thom Christopher",https://m.media-amazon.com/images/M/MV5BMTc4NzM1MTg4Ml5BMl5BanBnXkFtZTcwOTMzMzYxMQ@@._V1_SX300.jpg,"The third thrilling saga of Deathstalker pits him against the evil wizard and ruler of the Southland, Troxartes, and his band of undead warriors. Dashing Deathstalker is entrusted by the beautiful Princess Carissa to protect an enchanted Jewel one of three which together hold the key to the lost city of treasure, Erendor. The missing pair of gems are stashed all too safely in the heavily guarded castle of the wicked Troxartes. His mission clear, Deathstalker rouses his troops and storms the fortress with the power of lightning. And in this fateful battle, one man will survive to witness the magical secrets of Erendor.",0,1988
97165,Dead Poets Society,Drama,Peter Weir,"Robin Williams, Robert Sean Leonard, Ethan Hawke, Josh Charles",https://m.media-amazon.com/images/M/MV5BMzA5MTE0NTUwOV5BMl5BanBnXkFtZTgwOTgyMDUxMDE@._V1_SX300.jpg,"Painfully shy Todd Anderson has been sent to the school where his popular older brother was valedictorian. His room-mate, Neil, although exceedingly bright and popular, is very much under the thumb of his overbearing father. The two, along with their other friends, meet Professor Keating, their new English teacher, who tells them of the Dead Poets Society, and encourages them to go against the status quo. Each, in their own way, does this, and are changed for life.",0,1989
97216,Do the Right Thing,Drama,Spike Lee,"Danny Aiello, Ossie Davis, Ruby Dee, Richard Edson",https://m.media-amazon.com/images/M/MV5BODA2MjU1NTI1MV5BMl5BanBnXkFtZTgwOTU4ODIwMjE@._V1_SX300.jpg,"This film looks at life in the Bedford-Stuyvesant district of Brooklyn on a hot summer Sunday. As he does everyday, Sal Fragione opens the pizza parlor he's owned for 25 years. The neighborhood has changed considerably in the time he's been there and is now composed primarily of African-Americans and Hispanics. His son Pino hates it there and would like nothing better than to relocate the eatery to their own neighborhood. For Sal however, the restaurant represents something that is part of his life and sees it as a part of the community. What begins as a simple complaint by one of his customers, Buggin Out - who wonders why he has only pictures of famous Italian-Americans on the wall when most of his customers are black - eventually disintegrates into violence as frustration seemingly brings out the worst in everyone.",0,1989
97230,Dracula's Widow,Horror,Christopher Coppola,"Sylvia Kristel, Josef Sommer, Lenny von Dohlen, Marc Coppola",https://m.media-amazon.com/images/M/MV5BMzc5MjE4ODI2MF5BMl5BanBnXkFtZTcwMzI0NDMzMQ@@._V1_SX300.jpg,"The young owner of a waxworks in Hollywood receives five instead of six ordered chests with Romanian antiques. He does not know that Vanessa, widow of Count Dracula, sleeps in the sixth chest. She rises in the night and walks around craving for blood. A thief witnessing the murder of his accomplice sets the police on the trail of the waxworks. The grandson of Dr. Van Helsing is is hunting the vampire, too...",0,1988
90151,That Was Then... This Is Now,"Crime, Drama",Christopher Cain,"Emilio Estevez, Craig Sheffer, Larry B. Scott, Matthew Dudley",https://m.media-amazon.com/images/M/MV5BMTc3MzI3MzM2M15BMl5BanBnXkFtZTcwMzAxMDcxMQ@@._V1_SX300.jpg,"A delinquent teenager's only link to society is the attachment he feels towards an older brother-figure. When the older boy starts spending time with a new girlfriend, the teenager begins to feel even more alienated, and gets involved with drugs and the police.",0,1985
97419,George's Island,"Adventure, Drama, Family",Paul Donovan,"Ian Bannen, Sheila McCarthy, Maury Chaykin, Nathaniel Moreau",https://m.media-amazon.com/images/M/MV5BMTIxMzc5NTQwNV5BMl5BanBnXkFtZTcwOTU2MDYxMQ@@._V1_SX300.jpg,"This is a tale about two children who are put in a foster home, and then on Halloween they breakout and are rescued by their eccentric grandfather who is in a Halloween costume of an eyeball. They then go to Georges island to try and find the treasure of Captain Kidd.",0,1989
97236,Dream a Little Dream,"Comedy, Drama, Romance",Marc Rocco,"Jason Robards, Corey Feldman, Piper Laurie, Meredith Salenger",https://m.media-amazon.com/images/M/MV5BMTc1OTk0MTY5OF5BMl5BanBnXkFtZTcwMjU4MzQyMQ@@._V1_SX300.jpg,"The lives of a crusty old scientist and a bratty, teen Michael-Jackson-wannabe are about to intersect in a paranormal way. Coleman Ettinger seeks to break down the door of reality through studied dreaming; Bobby Keller wants Lainie Diamond, the girlfriend of his high school friend Joel, a handsome school jock. As Coleman persuades his wife Gena to join his experiments, an accident knocks their bodies out of existence, along with Bobby's consciousness. Coleman's consciousness winds up in Bobby's body while Gena's ends up buried and asleep inside Lainie's. Only when sleeping can Coleman contact Bobby and elicit his help in putting things back, except that Bobby smugly prefers limbo over his aggravated life as a modern teenager.",0,1989
97244,God of Gamblers,"Action, Comedy, Drama",Jing Wong,"Yun-Fat Chow, Andy Lau, Joey Wang, Charles Heung",https://m.media-amazon.com/images/M/MV5BMTU4NjgwMTgyNl5BMl5BanBnXkFtZTYwMzg3NjQ5._V1_SX300.jpg,"Do San (the God of gamblers) is a legendary gambler helped by his supernatural abilities. He undertakes to help a friend pay a debt by beating his friend's advisory at the card table. Despite being assigned a bodyguard Do San has a freak accident which leaves him with partial memory loss and at a mental stage of a child. The small time hustler Knife, his side-kick and his girl friend, being responsible for the accident takes care of the retarded Do San. After some time they discover that he has not lost all of his powers and takes him on a round at the local gambling halls. After being chased by both Knife's loan-shark and enemies closer to the home of Do San, a final showdown at the card tables may take place.",0,1989
97257,Earth Girls Are Easy,"Comedy, Musical, Romance",Julien Temple,"Geena Davis, Jeff Goldblum, Jim Carrey, Damon Wayans",https://m.media-amazon.com/images/M/MV5BMjA0MTMxNDI1OF5BMl5BanBnXkFtZTgwOTU0MzQxMDE@._V1_SX300.jpg,Trio of fuzzy (and funny) aliens crash land in Valerie's pool-- putting a decided damper on her future wedding plans to cheating Dr. Ted Gallagher. Action interrupted by musical numbers--an MTV musical comedy.,0,1988
97289,Erik the Viking,"Comedy, Adventure, Fantasy",Terry Jones,"Tim Robbins, Mickey Rooney, Eartha Kitt, Terry Jones",https://m.media-amazon.com/images/M/MV5BMTU1OTc4NzQwMF5BMl5BanBnXkFtZTcwOTY5NjYzNA@@._V1_SX300.jpg,"Erik the Viking gathers warriors from his village and sets out on a dangerous journey to Valhalla, to ask the gods to end the Age of Ragnorok and allow his people to see sunlight again. A Pythonesque satire of Viking life.",0,1989
90192,Trancers,"Action, Sci-Fi",Charles Band,"Tim Thomerson, Helen Hunt, Michael Stefani, Art LaFleur",https://m.media-amazon.com/images/M/MV5BMzUwNTI3NTIyNl5BMl5BanBnXkFtZTcwODE0NTYzNQ@@._V1_SX300.jpg,Jack Deth is a kind of cop/bounty hunter in the bleak Los Angeles of the future. He's become obssessed with chasing Whistler - an evil criminal who uses powerful hypnotic powers to convert people into zombie like creatures known as trancers. Whistler has managed to escape through time travel and is loose in 1980s L.A. but Deth is on his trail.,0,1984
97328,Family Business,"Comedy, Crime, Drama",Sidney Lumet,"Sean Connery, Dustin Hoffman, Matthew Broderick, Rosanna DeSoto",https://m.media-amazon.com/images/M/MV5BMTgyODc4MjE3MF5BMl5BanBnXkFtZTcwMTMzMDIyMQ@@._V1_SX300.jpg,"Jessie is an ageing career criminal who has been in more jails, fights, schemes, and lineups than just about anyone else. His son Vito, while currently on the straight and narrow, has had a fairly shady past and is indeed no stranger to illegal activity. They both have great hope for Adam, Vito's son and Jessie's grandson, who is bright, good-looking, and without a criminal past. So when Adam approaches Jessie with a scheme for a burglary he's shocked, but not necessarily disinterested....",0,1989
3529110,Blood Moon,Horror,Jeremy Wooding,"George Blagden, Tom Cotcher, Barrington De La Roche, Raffaello Degruttola",https://m.media-amazon.com/images/M/MV5BMTk4NTY4MDk4Ml5BMl5BanBnXkFtZTgwMzk4NzI0NjE@._V1_SX300.jpg,1887. Colorado. A deserted town lit by the glow of a reddish full moon. A stagecoach full of passengers and an enigmatic gunslinger find themselves prisoners of two outlaws on the run. As the travelers attempt to outwit the outlaws it becomes apparent that a bigger menace lurks outside; a beast that only appears on the night of a blood red moon.,0,2014
97332,Far from Home,"Crime, Drama, Mystery",Meiert Avis,"Matt Frewer, Drew Barrymore, Richard Masur, Karen Austin",https://m.media-amazon.com/images/M/MV5BMTUzMDEwOTA4M15BMl5BanBnXkFtZTcwMDkzMDkyMQ@@._V1_SX300.jpg,"Charlie Cox is a divorced writer who lives in Los Angeles. Charlie and his daughter Joleen are on their way home from a cross country vacation when they run out of gas in Banco, Nevada; a small town located in a remote part of the desert. It's one day before Jolene's 14th birthday. Charlie and Joleen check a nearby gas station owned by a Vietnam war veteran named Duckett, but Duckett doesn't have any gas, so they head to the local supermarket to find a phone. Sheriff Bill Childers is in the store and he advises them to go to the trailer park to ask for gas. Joleen spots the body of the store's owner, Ferrell Hogus, in a pool of blood. The Sheriff states that the murderer is most likely a drifter. The man and daughter check into the nearby Palomino Guest Ranch and Trailer Park, which is owned by a hostile woman named Agnes Reed. Whilst her father uses the phone, Joleen speaks to Agnes's rebellious teenage son, Jimmy Reed, who she briefly came into contact with earlier at the gas station. A chemistry between the two teenagers is implied. Joleen later meets a sandy-haired boy named Pinky Sears, who is sent away by an angry Jimmy. That night, while Agnes is taking a bath after an argument with Jimmy, she is killed when a hand reaches in through her bathroom window and pushes a small fan into the bathtub water, electrocuting her. Charlie and Joleen also meet their neighbors, fellow travelers Louise and Amy. By now it is obvious that a killer is terrorizing Banco. the next day, when Jimmy tries to rape Joleen, she is rescued by Pinky, who Jimmy attempts to drown before Joleen pushes him and runs off with Pinky. Joleen's diary is later stolen by the killer. Soon after this, Joleen and her dad agree to car pool with Louise and Amy to leave the ranch, but the murderer, having become obsessed with Joleen, blows up the car with Amy in it to prevent them. When Jimmy tries to rob Duckett's gas station, he is arrested and accused of being the serial killer, but the killer turns out to be one of the people Joleen least expected.",0,1989
97334,Farewell to the King,"Action, Adventure, Drama",John Milius,"Nigel Havers, Frank McRae, Gerry Lopez, Nick Nolte",https://m.media-amazon.com/images/M/MV5BMTk5MDM4NDQzNl5BMl5BanBnXkFtZTcwODc5NTczNA@@._V1_SX300.jpg,An American soldier who escapes the execution of his comrades by Japanese soldiers in Borneo during WWII becomes the leader of a personal empire among the headhunters in this war story told in the style of Joseph Conrad and Rudyard Kipling. The American is reluctant to rejoin the fight against the Japanese on the urging of a British commando team but conducts a war of vengeance when the Japanese attack his adopted people.,0,1989
90219,Turtle Diary,"Comedy, Drama, Romance",John Irvin,"Glenda Jackson, Ben Kingsley, Richard Johnson, Michael Gambon",https://m.media-amazon.com/images/M/MV5BMTk0ODgyMTc0NV5BMl5BanBnXkFtZTYwMDE3Mjg5._V1_SX300.jpg,"Two separate people, a man and a woman, find something very stirring about the sea turtles in their tank at the London Zoo. They meet and form an odd, but sympathetic camaraderie as they plan to steal two of the turtles and free them into the ocean.",0,1985
3722070,The Lady in the Van,"Biography, Drama",Nicholas Hytner,"Maggie Smith, James Corden, Dominic Cooper, Jim Broadbent",https://m.media-amazon.com/images/M/MV5BMjgwNjQyOTE1N15BMl5BanBnXkFtZTgwMjUyMDc2NDE@._V1_SX300.jpg,A man forms an unexpected bond with a transient woman living in her car that's parked in his driveway.,0,2015
97322,The Fabulous Baker Boys,"Drama, Music, Romance",Steve Kloves,"Jeff Bridges, Michelle Pfeiffer, Beau Bridges, Ellie Raab",https://m.media-amazon.com/images/M/MV5BMTI5NzI5NjM0MF5BMl5BanBnXkFtZTcwMDE3MzE0MQ@@._V1_SX300.jpg,"Frank and Jack Baker are professional musicians who play small clubs. They play schmaltzy music and have never needed a day job. Times are changing and dates are becoming more difficult to get so they interview female singers. They finally decide on Susie Diamond, a former 'escort' who needs some refinement, but the act begins to take off again. While the act is now successful, both Frank and Jack have problems with their life on the road. Susie becomes the agent that makes them re-evaluate where they are going, and how honest they have been with each other.",0,1989
97335,Fast Food,Comedy,Michael A. Simpson,"Clark Brandon, Randal Patrick, Tracy Griffith, Michael J. Pollard",https://m.media-amazon.com/images/M/MV5BMjE0MzI1ODUwNl5BMl5BanBnXkFtZTcwMjgyNDY0MQ@@._V1_SX300.jpg,"Auggie and Drew are a couple of guys who have been at the college they are at longer than most students because they spend most of their time throwing parties and charging people to come and other schemes. But when the Dean grows tired of their escapades he graduates them. They go to see Drew's cousin, Samantha who runs her family's gas station and she tells them that the owner of a fast food chain wants to buy the station. Drew reminds her that her father had hopes and dreams built around the station. When she sees how obnoxious the owner is, she decides not to sell. Auggie thinks they should open their own restaurant. He goes to the bank and gets a loan but only by putting the station up as collateral. They open but things are slow. But when a sorority at the college hires them, Auggie decides to put a formula one of their college mates develop which is an aphrodisiac. And pretty soon business is booming. And the owner who in addition to not taking the rejection well, wants to know why they are doing so well. So he sends one of his spies to find out.",0,1989
